Name,,12/31/2000,01/31/2001,02/28/2001,03/30/2001,04/30/2001,05/31/2001,06/29/2001,07/31/2001,08/31/2001,09/28/2001,10/31/2001,11/30/2001,12/31/2001,01/31/2002,02/28/2002,03/29/2002,04/30/2002,05/31/2002,06/28/2002,07/31/2002,08/30/2002,09/30/2002,10/31/2002,11/29/2002,12/31/2002,01/31/2003,02/28/2003,03/31/2003,04/30/2003,05/30/2003,06/30/2003,07/31/2003,08/29/2003,09/30/2003,10/31/2003,11/28/2003,12/31/2003,01/30/2004,02/27/2004,03/31/2004,04/30/2004,05/31/2004,06/30/2004,07/30/2004,08/31/2004,09/30/2004,10/29/2004,11/30/2004,12/31/2004,01/31/2005,02/28/2005,03/31/2005,04/29/2005,05/31/2005,06/30/2005,07/29/2005,08/31/2005,09/30/2005,10/31/2005,11/30/2005,12/30/2005,01/31/2006,02/28/2006,03/31/2006,04/28/2006,05/31/2006,06/30/2006,07/31/2006,08/31/2006,09/29/2006,10/31/2006,11/30/2006,12/29/2006,01/31/2007,02/28/2007,03/30/2007,04/30/2007,05/31/2007,06/29/2007,07/31/2007,08/31/2007,09/28/2007,10/31/2007,11/30/2007,12/31/2007,01/31/2008,02/29/2008,03/31/2008,04/30/2008,05/30/2008,06/30/2008,07/31/2008,08/29/2008,09/30/2008,10/31/2008,11/28/2008,12/31/2008,01/30/2009,02/27/2009,03/31/2009,04/30/2009,05/29/2009,06/30/2009,07/31/2009,08/31/2009,09/30/2009,10/30/2009,11/30/2009,12/31/2009,01/29/2010,02/26/2010,03/31/2010,04/30/2010,05/31/2010,06/30/2010,07/30/2010,08/31/2010,09/30/2010,10/29/2010,11/30/2010,12/31/2010,01/31/2011,02/28/2011,03/31/2011,04/29/2011,05/31/2011,06/30/2011,07/29/2011,08/31/2011,09/30/2011,10/31/2011,11/30/2011,12/30/2011,01/31/2012,02/29/2012,03/30/2012,04/30/2012,05/31/2012,06/29/2012,07/31/2012,08/31/2012,09/28/2012,10/31/2012,11/30/2012,12/31/2012,01/31/2013,02/28/2013,03/29/2013,04/30/2013,05/31/2013,06/28/2013,07/31/2013,08/30/2013,09/30/2013,10/31/2013,11/29/2013,12/31/2013
total liabilities,Health Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049429,1049429,1049429,1049429,1049429,1049429,1049429,1049429,1049429,1049429,1049429,1049429,1041874,1041874,1041874,1041874,1041874,1041874,1041874,1041874,1041874,1041874,1041874,1041874,1660038,1660038,1660038,1660038,1660038,1660038,1660038,1660038,1660038,1660038,1660038,1660038,2008305,2008305,2008305,2008305,2008305,2008305,2008305,2008305,2008305,2008305,2008305,2008305,1716494,1716494,1716494,1716494,1716494,1716494,1716494,1716494,1716494,1716494,1716494,1716494,3023453,3023453,3023453,3023453,3023453,3023453,3023453,3023453,3023453,3023453,3023453,3023453,,,
Excess return,Health Care,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10130427,-0.121772667,-0.076826454,-0.052166138,-0.117622824,-0.159895937,-0.180818855,0.046904467,-0.120987,-0.089768457,-0.041236023,-0.112323694,-0.090220453,-0.012600679,-0.167579667,-0.065820321,-0.118024118,-0.104629871,-0.066891247,-0.100877135,-0.170011076,-0.068625153,-0.051708975,-0.135074709,-0.064128533,-0.086677941,-0.122186016,-0.193672251,-0.168610054,-0.086093598,-0.177333289,-0.031668405,-0.119748142,-0.153237892,-0.097635793,-0.1287467,-0.131867789,-0.104024877,-0.1171252,-0.102511113,-0.082105865,-0.127855447,-0.166398905,-0.077753571,-0.179312362,-0.036978171,-0.103275319,-0.146298085,-0.067116631,-0.122847724,-0.179360411,-0.09487864,-0.017602035,-0.128329409,-0.009950571,-0.109841229,0.001843991,-0.177382782,-0.073343205,-0.149288553,-0.09490933,-0.084929121,-0.169245081,0.012117188
Risk premium,Health Care,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Beta adj,Health Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1609,0.8426,0.8917,0.892,0.9146,0.4822,0.5844,0.4994,0.499,0.5302,0.5237,0.5242,0.5587,0.5467,0.5525,0.559,0.5588,0.5616,0.5615,0.581,0.5747,0.5818,0.5888,0.5867,0.5332,0.5425,0.4975,0.5037,0.6163,0.6362,0.6489,0.744,0.763,0.7251,0.7307,0.7309,0.6258,0.6249,0.6004,0.594,0.567,0.5893,0.6031,0.617,0.6645,0.6216,0.6084,0.5689,0.5248,0.4926,0.6274,0.6184,0.6134,0.5825,0.542,0.7111,0.7192,0.7602,0.7534,0.7851,0.8894,0.8993,0.9797,
VO monthly avg,Health Care,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1467.59,1289.61,691.9,499.25,303.11,508.24,415.43,524.68,385.19,481.95,553.11,239.74,304.19,1000.53,574.72,298.45,332.22,405.15,250.89,337.11,290.75,384.68,390.7,319.27,306.26,336.8,911.6,586.5,738.32,949.54,1080.84,1281.92,323.59,441.55,855.11,163.64,286.96,388.31,579.46,361.51,272.65,357.88,452.14,622.61,363.94,285.35,386.9,384.96,280.17,251.34,267.83,509.96,703.13,262.08,258.4,1452.92,1285.83,898.97,466.19,478.86,292,356.38,366.94,829.97,660.71
Total assets,Health Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2562395,2562395,2562395,2562395,2562395,2562395,2562395,2562395,2562395,2562395,2562395,2562395,3367470,3367470,3367470,3367470,3367470,3367470,3367470,3367470,3367470,3367470,3367470,3367470,4595948,4595948,4595948,4595948,4595948,4595948,4595948,4595948,4595948,4595948,4595948,4595948,5094255,5094255,5094255,5094255,5094255,5094255,5094255,5094255,5094255,5094255,5094255,5094255,5139759,5139759,5139759,5139759,5139759,5139759,5139759,5139759,5139759,5139759,5139759,5139759,6804320,6804320,6804320,6804320,6804320,6804320,6804320,6804320,6804320,6804320,6804320,6804320,,,
Net sales,Health Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1758808,1758808,1758808,1758808,1758808,1758808,1758808,1758808,1758808,1758808,1758808,1758808,4005153,4005153,4005153,4005153,4005153,4005153,4005153,4005153,4005153,4005153,4005153,4005153,4440654,4440654,4440654,4440654,4440654,4440654,4440654,4440654,4440654,4440654,4440654,4440654,4453567,4453567,4453567,4453567,4453567,4453567,4453567,4453567,4453567,4453567,4453567,4453567,4599249,4599249,4599249,4599249,4599249,4599249,4599249,4599249,4599249,4599249,4599249,4599249,5445639,5445639,5445639,5445639,5445639,5445639,5445639,5445639,5445639,5445639,5445639,5445639,,,
common equity,Health Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1490354,1490354,1490354,1490354,1490354,1490354,1490354,1490354,1490354,1490354,1490354,1490354,2300653,2300653,2300653,2300653,2300653,2300653,2300653,2300653,2300653,2300653,2300653,2300653,2777225,2777225,2777225,2777225,2777225,2777225,2777225,2777225,2777225,2777225,2777225,2777225,2948326,2948326,2948326,2948326,2948326,2948326,2948326,2948326,2948326,2948326,2948326,2948326,3285581,3285581,3285581,3285581,3285581,3285581,3285581,3285581,3285581,3285581,3285581,3285581,3635989,3635989,3635989,3635989,3635989,3635989,3635989,3635989,3635989,3635989,3635989,3635989,,,
Turnover ratio,Health Care,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85%,0.75%,0.4%,0.29%,0.18%,0.29%,0.24%,0.3%,0.22%,0.28%,0.32%,0.14%,0.18%,0.58%,0.33%,0.17%,0.19%,0.23%,0.14%,0.19%,0.17%,0.22%,0.22%,0.18%,0.18%,0.19%,0.52%,0.34%,0.42%,0.55%,0.62%,0.74%,0.19%,0.25%,0.49%,0.09%,0.16%,0.22%,0.33%,0.21%,0.16%,0.21%,0.26%,0.36%,0.21%,0.16%,0.22%,0.22%,0.16%,0.14%,0.15%,0.29%,0.4%,0.15%,0.15%,0.83%,0.73%,0.51%,0.27%,0.27%,0.17%,0.2%,0.21%,0.47%,0.38%
Return monthly,Health Care,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,-0.10130427,0.014811133,0.052600646,0.083379862,0.025596976,-0.043467337,-0.059101655,0.166666667,0,0.032384143,0.078807077,0.008450906,0.034727647,0.112491421,-0.042322167,0.059846679,0.004680282,0.015850929,0.053183253,0.022675865,-0.046004976,0.050078247,0.064635425,-0.018612609,0.047863067,0.030249559,-0.009493516,-0.075589151,-0.043183154,0.040887002,-0.052052589,0.098103595,0.012320858,-0.025156592,0.026798307,0,-0.014092389,0.014293823,0,0.012260887,0.032065135,-0.011979547,-0.051653605,0.038667429,-0.065148862,0.068832629,0.002503881,-0.044857385,0.032895769,-0.025113924,-0.075984211,0.00933056,0.085092165,-0.026481909,0.084295429,0.006758071,0.122953591,-0.051090182,0.055970995,-0.024077253,0.03707287,0.051776779,-0.028423981,0.012117188
